issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
4578,https://github.com/OpenHands/software-agent-sdk/issues/4578,[Bug]: Switching to GPT-5.6 fails when history contains colon-delimited tool-call IDs,0a7ebc6382ccea7b83f36ac67b222516f307f602be096c61f979e9bad3928bdb,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.91,yes,yes,0.96,yes,yes,0.97,yes,no,0.63,no,yes,0.88,yes,yes,0.75,yes,"Historical tool IDs valid in one provider become invalid after model switching. Preserving action/observation identity across provider serialization is a clear design and conversation-memory problem; Canvas supplies a reproduction, not evidence of a separate cross-repo contract defect.",[],"[{""text"": ""Provider-specific or synthesized historical tool-call IDs need to remain valid when replayed through a different provider."", ""supports"": [""design"", ""agent_behavior"", ""memory""]}]",inputs/group-2.json,requests/4578.json,reviews/group-2.json,results/4578.json,responses/4578/attempt-01.json
4583,https://github.com/OpenHands/software-agent-sdk/issues/4583,[Bug]: file editor insert concatenates onto last line when file has no trailing newline,b8f1b0c184511f741562ff89a484a17faad4baac907dda09bd04fe60c86cbf97,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.36,no,yes,0.65,yes,no,0.03,no,no,0.18,no,no,0.81,yes,yes,0.91,yes,"The tool produces the wrong edit, but the described fix is a well-scoped trailing-newline correction rather than a consequential design question or rich standalone investigation. Completeness is not a problem.",[],"[{""text"": ""the inserted line `X` starts on its own line."", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4583.json,reviews/group-3.json,results/4583.json,responses/4583/attempt-01.json
4588,https://github.com/OpenHands/software-agent-sdk/issues/4588,Add pre-release load tests as a blocking release gate,551757d0b51696f77943d3b840b36c65788398f10069d5295757b192074854c8,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.87,yes,yes,0.96,yes,no,0.12,no,no,0.37,no,yes,0.78,yes,yes,0.86,yes,The proposed gate is grounded in actual concurrency and latency regressions and requires before/after proof with realistic fake-model load. It raises meaningful performance-measurement and release-confidence questions.,[],"[{""text"": ""Timing/memory/fd budgets are documented and tolerant of CI variance"", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-1.json,requests/4588.json,reviews/group-1.json,results/4588.json,responses/4588/attempt-01.json
4589,https://github.com/OpenHands/software-agent-sdk/issues/4589,Add per-operation timing instrumentation for historically slow/deadlocked operations,40b134b5a35d1bbb310efceb04a230492f10923bed712c4a15d7cd8664b0e416,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,yes,0.97,yes,no,0.37,no,no,0.56,no,yes,0.88,yes,yes,0.78,yes,The proposal distinguishes stalled operations from slow completed ones and explicitly weighs diagnostic precision against privacy. Historical agent-server failures make the instrumentation decision substantive.,[],"[{""text"": ""distinguish \""slow\"" from \""deadlocked.\"""", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-1.json,requests/4589.json,reviews/group-1.json,results/4589.json,responses/4589/attempt-01.json
4591,https://github.com/OpenHands/software-agent-sdk/issues/4591,"[Bug]: ToolCallMatchingProperty.manipulation_indices crashes on orphaned observation, permanently bricking conversations after a restart",374076a5d3320101c0793af7b48bfd0e3d6285243e2781180026dae224c039fa,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.96,yes,yes,0.92,yes,no,0.71,yes,yes,0.9,yes,yes,0.87,yes,"Crash recovery and view repair disagree about orphaned tool observations, making persisted history permanently unusable. A tiny set operation masks a deeper invariant and condensation/replay tradeoff, with a strong synthetic reproduction.",[],"[{""text"": ""View.manipulation_indices` should never raise on a view that `View.enforce_properties` is able to repair."", ""supports"": [""design"", ""agent_behavior"", ""memory""]}]",inputs/group-2.json,requests/4591.json,reviews/group-2.json,results/4591.json,responses/4591/attempt-01.json
4593,https://github.com/OpenHands/software-agent-sdk/issues/4593,Example proposal: HOL Guard via SecurityAnalyzerBase,f79fe18753fe55bb2540a1fca9173e594100dfb25b2832539ddebb38c825a6f0,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.75,yes,yes,0.86,yes,no,0.09,no,no,0.39,no,yes,0.73,yes,yes,0.88,yes,The proposal explains a generic security adapter and fail-closed action confirmation behavior without demanding a provider-specific core API.,[],"[{""text"": ""An explicit Guard block must not silently execute"", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4593.json,reviews/group-1.json,results/4593.json,responses/4593/attempt-01.json
4604,https://github.com/OpenHands/software-agent-sdk/issues/4604,Isolate MCP OAuth settings persistence in agent-server tests,8d478040045db1a59ce5df5fa408ae6851ad3388e16a3133d4973e77a6bfa969,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.35,no,no,0.17,no,no,0.62,no,no,0.27,no,no,0.47,no,yes,0.91,yes,The test pollution is concrete and the required environment override is clear. It is a focused test-isolation fix with little additional standalone design content.,"[""routine_but_clear""]","[{""text"": ""keep persistence inside their pytest temporary directory"", ""supports"": [""design_context""]}]",inputs/group-1.json,requests/4604.json,reviews/group-1.json,results/4604.json,responses/4604/attempt-01.json
4613,https://github.com/OpenHands/software-agent-sdk/issues/4613,[Bug]: OpenAI provider prefix stripped twice for namespaced model IDs in Responses API,80b38be831b7c7a0fa4641012fba39396dad3e7847300a7ebdbc51f1b9021ee1,True,False,field_notes_site,skip,skip,ok,write,relevant_with_substance,False,no,0.78,yes,yes,0.92,yes,no,0.03,no,no,0.55,no,no,0.83,yes,yes,0.89,yes,"The namespaced model routing bug and desired normalization are clear, but the issue proposes a small prefix-preservation fix with a regression test. Mentioning an upstream report does not itself describe an interaction between the watched repositories.",[],"[{""text"": ""LiteLLM's Responses API path re-parses and strips the `openai/` prefix again"", ""supports"": [""agent_behavior"", ""design_context""]}]",inputs/group-3.json,requests/4613.json,reviews/group-3.json,results/4613.json,responses/4613/attempt-01.json
4624,https://github.com/OpenHands/software-agent-sdk/issues/4624,"[Feature]: Add Antigravity CLI as a new, additive ACP provider (alongside gemini-cli)",747155842f9c6bd2d20ab7c7b9744546803c15ccddb3141ab029fe0f856aa327,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.96,yes,yes,0.86,yes,no,0.11,no,yes,0.84,yes,yes,0.86,yes,yes,0.81,yes,"The additive provider proposal has concrete distribution, timeout, identity and downstream capability contracts. Its deferred implementation status does not erase the standalone design value.",[],"[{""text"": ""Adding a provider key touches seven repositories in a strict order"", ""supports"": [""design"", ""cross_repo""]}]",inputs/group-1.json,requests/4624.json,reviews/group-1.json,results/4624.json,responses/4624/attempt-01.json
4627,https://github.com/OpenHands/software-agent-sdk/issues/4627,[Harness Watch] Epic — automated paired ACP harness comparison,b1b212342fae554aab2f70c6e9dbe3e5992441a07d7d25c9817bef8d86cd141d,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.86,yes,yes,0.94,yes,no,0.1,no,no,0.84,yes,yes,0.75,yes,yes,0.71,yes,"A substantive agent-evaluation design specifies fair paired comparisons, shared configuration, missing-data handling and confirmatory reruns. Its external benchmark/evaluation repositories do not establish the specified three-repository boundary.","[""incidental_keyword""]","[{""text"": ""Missing telemetry is incomplete, never zero."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/4627.json,reviews/group-2-tail.json,results/4627.json,responses/4627/attempt-01.json
4629,https://github.com/OpenHands/software-agent-sdk/issues/4629,"[Bug]: Retired gemini-cli OAuth outranks a working API key, and the ACP Gemini pin is badly stale",b871818c84339976125b6863890877d9f25e9a56fe982ae3914822ff37a35a2a,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.89,yes,yes,0.9,yes,no,0.1,no,yes,0.83,yes,yes,0.83,yes,yes,0.9,yes,"Credential presence is incorrectly treated as usable authentication in both SDK selection and Canvas onboarding. The concrete cross-repo precedence/UI mismatch, supported fallback credentials, and version-sensitive provider contract make this more than a routine version bump.",[],"[{""text"": ""It reports `authenticated` for a credential that cannot authenticate"", ""supports"": [""design"", ""cross_repo""]}]",inputs/group-2.json,requests/4629.json,reviews/group-2.json,results/4629.json,responses/4629/attempt-01.json
4634,https://github.com/OpenHands/software-agent-sdk/issues/4634,[Harness Watch] Add Hermes through the existing ACP path,b0da6f83a9b99cf6ff3b3528dcdf99f770e459f6aaa7acc46fb7cec023f03a25,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.92,yes,yes,0.93,yes,no,0.16,no,yes,0.75,yes,yes,0.8,yes,yes,0.88,yes,"On-demand installation of a Python ACP provider changes catalog assumptions, startup budgets, persistent caching, and downstream provider exposure. Explicit SDK and Canvas responsibilities establish genuine cross-repo integration, beyond merely adding a model name.",[],"[{""text"": ""it keeps the registry as the single source of truth rather than special-casing Hermes in the agent."", ""supports"": [""design"", ""substance""]}, {""text"": ""Surfaced in Canvas for OSS users"", ""supports"": [""cross_repo""]}]",inputs/group-2.json,requests/4634.json,reviews/group-2.json,results/4634.json,responses/4634/attempt-01.json
4637,https://github.com/OpenHands/software-agent-sdk/issues/4637,[Harness Watch] Run scheduled comparisons through the existing evaluation workflow,9fbc878520698c97dec3abcd0edf18cf53c950a5c9b1d73ecfa3fbdd960c3d20,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,yes,0.9,yes,no,0.08,no,no,0.6,no,yes,0.73,yes,yes,0.78,yes,"Matched harness comparisons, repeated confirmation and separation of infrastructure failures from agent outcomes offer a useful evaluation-design lesson. The additional evaluation repository is outside the three-repository cross-repo category.",[],"[{""text"": ""Thresholds are operational, not significance claims."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/4637.json,reviews/group-1.json,results/4637.json,responses/4637/attempt-01.json
4638,https://github.com/OpenHands/software-agent-sdk/issues/4638,[Harness Watch] Capture comparable proxy telemetry,03665febf54a34c9b26e9a460e62be28d919ab8fde8bd46586a67d37858100c4,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.93,yes,yes,0.92,yes,no,0.18,no,no,0.63,no,yes,0.79,yes,yes,0.78,yes,"Comparable harness measurements require request-level reconciliation, retained failed-attempt cost, and explicit incomplete telemetry. The issue gives meaningful experimental and attribution design rather than merely reporting metrics; benchmarks is not one of the three cross-repo targets.",[],"[{""text"": ""Mark missing, empty, partial, or unreconciled data as incomplete rather than zero."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/4638.json,reviews/group-2.json,results/4638.json,responses/4638/attempt-01.json
4641,https://github.com/OpenHands/software-agent-sdk/issues/4641,[Harness Watch] P1 — diagnose confirmed trajectory differences,51e949a9b15ceca70324d9263bbee0cc14197aae21c64c385c49a961e44a62a4,True,False,field_notes_pipeline,investigate,write,ok,defer,uncertain_design_context,False,yes,0.79,yes,yes,0.9,yes,no,0.41,no,no,0.36,no,yes,0.71,yes,yes,0.62,no,"This defines a disciplined boundary between deterministic measurement and agent-generated causal hypotheses, with counterevidence and a single-variable experiment. It is substantive agent evaluation design with clear read-only and human-decision limits.",[],"[{""text"": ""The agent interprets evidence. It does not calculate statistics, decide significance, or modify repositories."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/4641.json,reviews/group-2.json,results/4641.json,responses/4641/attempt-01.json
4642,https://github.com/OpenHands/software-agent-sdk/issues/4642,[Harness Watch] Generate deterministic paired comparison reports,e399f9a7ec1c25b9da8454246fda6a02de0a5d344bf3c325e7603fb10e8fe9a5,True,False,field_notes_site,investigate,write,ok,defer,uncertain_design_context,False,yes,0.86,yes,yes,0.88,yes,no,0.09,no,no,0.29,no,yes,0.77,yes,yes,0.66,no,"Deterministic paired evaluation, matched configurations and failure accounting provide a useful methodology for distinguishing agent performance from evaluation noise.",[],"[{""text"": ""An LLM must not calculate metrics or decide whether a threshold was crossed."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-3.json,requests/4642.json,reviews/group-3.json,results/4642.json,responses/4642/attempt-01.json
4643,https://github.com/OpenHands/software-agent-sdk/issues/4643,"[Feature]: Reorganise agent-server image build — selectable capabilities, parameterised provider set, and shared eval layers",fd9f3fd23107126781d7d8c239a343b353c6c33b2a7ccb544be6296461455ad5,True,True,field_notes_site,investigate,write,ok,defer,incomplete_context,False,yes,0.94,yes,yes,0.92,yes,no,0.1,no,yes,0.91,yes,yes,0.91,yes,yes,0.86,yes,"The supplied portion amply explains selectable image capabilities, acquisition tradeoffs and SDK/Canvas/automation release constraints. These affect agent tool availability and startup behavior. Input is truncated, which is a coverage limitation, not evidence of an insufficient authored description.","[""input_truncated""]","[{""text"": ""Choose images **by consumer and tag, never per conversation.**"", ""supports"": [""design"", ""cross_repo"", ""design_context""]}]",inputs/group-3.json,requests/4643.json,reviews/group-3.json,results/4643.json,responses/4643/attempt-01.json
